"country","type","title","release_year","listed_in","description"
"Argentina","Movie","Guillermo Vilas: Settling the Score",2020,"Sports Movies","An Argentine journalist strives to prove that his countryman, tennis star Guillermo Vilas, was wrongly denied the No. 1 world ranking in the 1970s."
"Argentina","Movie","Caida del Cielo",2016,"Comedies","When Julia literally falls into Alejandro's backyard from her apartment above, it's just the jolt that's needed to nudge these two loners together."
"Argentina","Movie","Caida del Cielo",2016,"International Movies","When Julia literally falls into Alejandro's backyard from her apartment above, it's just the jolt that's needed to nudge these two loners together."
"Argentina","Movie","Caida del Cielo",2016,"Romantic Movies","When Julia literally falls into Alejandro's backyard from her apartment above, it's just the jolt that's needed to nudge these two loners together."
"Argentina","TV Show","Historia de un clan",2015,"Crime TV Shows","This drama based on a true story follows the Puccios, a criminal family who kidnaps wealthy people and holds them hostage in their home."
"Argentina","TV Show","Historia de un clan",2015,"International TV Shows","This drama based on a true story follows the Puccios, a criminal family who kidnaps wealthy people and holds them hostage in their home."
"Argentina","TV Show","Historia de un clan",2015,"Spanish-Language TV Shows","This drama based on a true story follows the Puccios, a criminal family who kidnaps wealthy people and holds them hostage in their home."
"Argentina","Movie","Daemonium",2015,"Action & Adventure","In a realm where magic and technology intersect, a shifty, cigar-smoking wizard finds himself in the middle of a war with the powers of hell."
"Argentina","Movie","Daemonium",2015,"Horror Movies","In a realm where magic and technology intersect, a shifty, cigar-smoking wizard finds himself in the middle of a war with the powers of hell."
"Argentina","Movie","Daemonium",2015,"International Movies","In a realm where magic and technology intersect, a shifty, cigar-smoking wizard finds himself in the middle of a war with the powers of hell."
"Australia","Movie","Occupation",2018,"Action & Adventure","When aliens take over their small Australian town, a modest group of survivors must unite to fend off their otherworldly intruders."
"Australia","Movie","Occupation",2018,"Sci-Fi & Fantasy","When aliens take over their small Australian town, a modest group of survivors must unite to fend off their otherworldly intruders."
"Australia","TV Show","Tidelands",2018,"Crime TV Shows","Ex-con Cal McTeer's return to her hometown of Orphelin Bay blows the lid off a generations-long conspiracy of silence around murder, drugs and Sirens."
"Australia","TV Show","Tidelands",2018,"International TV Shows","Ex-con Cal McTeer's return to her hometown of Orphelin Bay blows the lid off a generations-long conspiracy of silence around murder, drugs and Sirens."
"Australia","TV Show","Tidelands",2018,"TV Dramas","Ex-con Cal McTeer's return to her hometown of Orphelin Bay blows the lid off a generations-long conspiracy of silence around murder, drugs and Sirens."
"Australia","TV Show","Wrong Kind of Black",2018,"TV Comedies","In 1970s Melbourne, a DJ named Boori Monty Pryor and his brother Paul navigate racial tensions and police encounters amid disco and discrimination."
"Australia","TV Show","Wrong Kind of Black",2018,"TV Dramas","In 1970s Melbourne, a DJ named Boori Monty Pryor and his brother Paul navigate racial tensions and police encounters amid disco and discrimination."
"Australia","Movie","Ride Like a Girl",2020,"Children & Family Movies","The daughter of a horse trainer, an ambitious girl sets her sights on becoming the first female jockey to win the Melbourne Cup. Based on a true story."
"Australia","Movie","Ride Like a Girl",2020,"Dramas","The daughter of a horse trainer, an ambitious girl sets her sights on becoming the first female jockey to win the Melbourne Cup. Based on a true story."
"Australia","Movie","Ride Like a Girl",2020,"Independent Movies","The daughter of a horse trainer, an ambitious girl sets her sights on becoming the first female jockey to win the Melbourne Cup. Based on a true story."
"Australia","Movie","Sardaarji 2",2016,"Action & Adventure","A simple farmer's life becomes complicated after he resolves to save his village from an economic crisis by traveling to Australia to earn money."
"Australia","Movie","Sardaarji 2",2016,"Comedies","A simple farmer's life becomes complicated after he resolves to save his village from an economic crisis by traveling to Australia to earn money."
"Australia","Movie","Sardaarji 2",2016,"International Movies","A simple farmer's life becomes complicated after he resolves to save his village from an economic crisis by traveling to Australia to earn money."
"Australia","TV Show","Lunatics",2019,"","This mockumentary series follows the peculiar lives of six eccentric – and sometimes obscene – misfits who march to their own beat."
"Australia","TV Show","Pine Gap",2018,"International TV Shows","At top-secret U.S.-Australian joint defense facility Pine Gap, fissures appear in the critical alliance as spies work with, and against, each other."
"Australia","TV Show","Pine Gap",2018,"TV Dramas","At top-secret U.S.-Australian joint defense facility Pine Gap, fissures appear in the critical alliance as spies work with, and against, each other."
"Australia","TV Show","Aussie Gold Hunters",2016,"Docuseries","Three teams of gold hunters battle all manner of challenges while pursuing their dreams in the Australian Outback."
"Australia","TV Show","Aussie Gold Hunters",2016,"International TV Shows","Three teams of gold hunters battle all manner of challenges while pursuing their dreams in the Australian Outback."
"Australia","TV Show","Aussie Gold Hunters",2016,"Reality TV","Three teams of gold hunters battle all manner of challenges while pursuing their dreams in the Australian Outback."
"Australia","TV Show","Glitch",2019,"International TV Shows","A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form."
"Australia","TV Show","Glitch",2019,"TV Dramas","A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form."
"Australia","TV Show","Glitch",2019,"TV Horror","A police officer and a doctor face an emotionally charged mystery when seven local residents inexplicably return from the dead in peak physical form."
"Australia","Movie","World's Weirdest Homes",2015,"Movies","From a bubble-shaped palace to an island built on plastic bottles, tour the world’s most fantastically bizarre residences."
"Australia","Movie","Have You Seen the Listers?",2017,"Documentaries","This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships."
"Australia","Movie","Have You Seen the Listers?",2017,"International Movies","This documentary paints a candid picture of Australian street artist Anthony Lister as he navigates his burgeoning career and personal hardships."
"Australia","TV Show","Deep Water",2016,"Crime TV Shows","Back in Bondi Beach, where she grew up, DC Tori Lustigman investigates a gay man's murder and finds a link to her brother's death decades earlier."
"Australia","TV Show","Deep Water",2016,"International TV Shows","Back in Bondi Beach, where she grew up, DC Tori Lustigman investigates a gay man's murder and finds a link to her brother's death decades earlier."
"Australia","TV Show","Deep Water",2016,"TV Dramas","Back in Bondi Beach, where she grew up, DC Tori Lustigman investigates a gay man's murder and finds a link to her brother's death decades earlier."
"Australia","Movie","Urzila Carlson: Overqualified Loser",2020,"Stand-Up Comedy","Stand-up comedian Urzila Carlson keeps the crowd roaring with her thoughts on recasting ""The Biggest Loser,"" sex tape regrets and boxed wine hangovers."
